,filename,shot_id,begin,end,transcript
14807,5549784941472309008.xml,1745,5759.08,5762.12,"Ahhhh, look at that twinkle in those  eyes. All right, shut up."
14808,5549784941472309008.xml,1746,5762.13,5764.07,
14809,5549784941472309008.xml,1747,5764.08,5766.1,"How long have you been going out?  Couple of months now. When it's special you know, don't you?"
14810,5549784941472309008.xml,1748,5766.11,5770.02,"I guess so, yeah. Yeah, you know. "
14811,5549784941472309008.xml,1749,5770.03,5772.13,Happy Birthday.  Thank you. Thanks for that.
14812,5549784941472309008.xml,1750,5772.14,5774.01,
14813,5549784941472309008.xml,1751,5774.02,5778.08,"Oh, there you are!  Where have you been? Just been on a little  bit of business, love."
14814,5549784941472309008.xml,1752,5778.09,5780.11,
14815,5549784941472309008.xml,1753,5780.12,5782.18,Christian said you were in the pub. 
14816,5549784941472309008.xml,1754,5782.19,5785.0,"If you knew where I was,  why did you ask me? I've just been in there to  celebrate my twins' birthdays,"
14817,5549784941472309008.xml,1755,5785.01,5789.01,"lift a little glass to them,  that's all."
14818,5549784941472309008.xml,1756,5789.02,5790.19,Have you got a problem with that?  No? Good.
14819,5549784941472309008.xml,1757,5790.2,5792.07,How much have you been drinking?  DOORBELL
14820,5549784941472309008.xml,1758,5792.08,5795.24,"Never mind, just take these in  and try not to say anything to embarrass his mates."
14821,5549784941472309008.xml,1759,5796.0,5797.23,
14822,5549784941472309008.xml,1760,5797.24,5836.2,"You know how much I'd love to come.  That's very generous of you.  But it's... Actually it's my heart.  Oh, no, no, no, no, no.  It's nothing to worry about. It's just that the doctors think  it wouldn't be a good idea, me flying all that way. Yeah, I'm disappointed and all.  But I think maybe it is best if I  stay put for the moment, anyway. Besides, Bianca needs me,  and the kids need me...  and other people. "
14823,5549784941472309008.xml,1761,5836.21,5839.24,
14824,5549784941472309008.xml,1762,5840.0,5841.14,
14825,5549784941472309008.xml,1763,5841.15,5843.11,
14826,5549784941472309008.xml,1764,5843.12,5844.2,
14827,5549784941472309008.xml,1765,5844.21,5847.02,
14828,5549784941472309008.xml,1766,5847.03,5848.11,
14829,5549784941472309008.xml,1767,5848.12,5849.11,
14830,5549784941472309008.xml,1768,5849.12,5850.23,
14831,5549784941472309008.xml,1769,5850.24,5852.03,
14832,5549784941472309008.xml,1770,5852.04,5852.15,
14833,5549784941472309008.xml,1771,5852.16,5856.04,
14834,5549784941472309008.xml,1772,5856.05,5857.19,Stace! You told Kat! 
14835,5549784941472309008.xml,1773,5857.2,5859.11,
14836,5549784941472309008.xml,1774,5859.12,5884.06,"She guessed. She won't say anything.  Well, she just  had plenty to say to me! She won't breathe a word to anyone.  She'd better not. I don't want this getting out.  Thanks(!) You know what I mean. What we have  suits us both. When other people start knowing about it... Are you sure you want  to go away with me? Yeah, course I do.  I just really don't want Janine  finding out. Call you later. "
14837,5549784941472309008.xml,1775,5884.07,5884.11,
14838,5549784941472309008.xml,1776,5884.12,5884.22,
14839,5549784941472309008.xml,1777,5884.23,5887.19,
14840,5549784941472309008.xml,1778,5887.2,5896.03,"You just caught me.  I was on my way out. Yeah, well, I went past the bookies  and saw you weren't there. "
14841,5549784941472309008.xml,1779,5896.04,5900.12,"So you were going to invite me  for a late lunch or an early dinner, how thoughtful."
14842,5549784941472309008.xml,1780,5900.13,5903.17,"Yeah. Yeah, right.  Come over here.  Or you could come here."
14843,5549784941472309008.xml,1781,5903.18,5906.01,
14844,5549784941472309008.xml,1782,5906.02,5909.03,You come here. 
14845,5549784941472309008.xml,1783,5909.04,5912.04,Meet me halfway. 
14846,5549784941472309008.xml,1784,5912.05,5915.11,I never meet anyone halfway. 
14847,5549784941472309008.xml,1785,5915.12,5923.15,
14848,5549784941472309008.xml,1786,5923.16,5930.22,
14849,5549784941472309008.xml,1787,5930.23,5931.15,
14850,5549784941472309008.xml,1788,5931.16,5932.13,
14851,5549784941472309008.xml,1789,5932.14,5937.23,
14852,5549784941472309008.xml,1790,5937.24,5942.19,
14853,5549784941472309008.xml,1791,5942.2,5943.05,
14854,5549784941472309008.xml,1792,5943.06,5948.19,All right. I've got cheese or  I've got cheese and ham. Great. Great what? What do you want?  Um...ham and cheese.
14855,5549784941472309008.xml,1793,5948.2,5954.16,"Do you want me to hold it up to you,  while you drive and you take a bite"
14856,5549784941472309008.xml,1794,5954.17,5956.11,"Yeah, but do us a favour,  stick some of them crisps in there as well, will ya?"
14857,5549784941472309008.xml,1795,5956.12,5958.1,
14858,5549784941472309008.xml,1796,5958.11,5972.04,"I do that. OK, here we go,  you have got one cheese, ham  and crisp sandwich coming up. Nice one. Cheers.  Isn't it nice, being out of London? "
14859,5549784941472309008.xml,1797,5972.05,5975.04,"Well, technically, we're not really  out of London, are we?"
14860,5549784941472309008.xml,1798,5975.05,5977.05,"Still, nice to get  a bit of fresh air though."
14861,5549784941472309008.xml,1799,5977.06,5980.04,"Yeah, even if we are only  breathing in manure."
14862,5549784941472309008.xml,1800,5980.05,5986.23,"BANGING  Oh, no. What's that?  We might have a puncture. "
14863,5549784941472309008.xml,1801,5986.24,5999.11,
14864,5549784941472309008.xml,1802,5999.12,6039.11,"No, Pat.  I'm not doing anything...  I'll live to regret. Ryan.  Stacey.  Lily.  Ryan.  MOBILE PHONE RINGS Stacey.  Lily. "
14865,5549784941472309008.xml,1803,6039.12,6042.08,Pat. 
14866,5549784941472309008.xml,1804,6042.09,6043.06,
14867,5549784941472309008.xml,1805,6043.07,6045.18,"Whitney, seriously they're perfect.  Thank you so much. Are you sure?"
14868,5549784941472309008.xml,1806,6045.19,6047.21,
14869,5549784941472309008.xml,1807,6047.22,6050.06,I've never seen cuff links before  and I didn't know if you'd like them.
14870,5549784941472309008.xml,1808,6050.07,6053.06,"No, I do. I really do.  I thought most shirts  had buttons on."
14871,5549784941472309008.xml,1809,6053.07,6057.08,"Yeah, you can cut 'em off, can't you?  No, I'm joking. Seriously they  are great, best present ever."
14872,5549784941472309008.xml,1810,6057.09,6061.12,Thank you so much. Come here. 
14873,5549784941472309008.xml,1811,6061.13,6063.23,I'm just going to talk to Lauren. 
14874,5549784941472309008.xml,1812,6063.24,6064.01,All right. See you in a bit. 
14875,5549784941472309008.xml,1813,6064.02,6065.17,
14876,5549784941472309008.xml,1814,6065.18,6066.05,
14877,5549784941472309008.xml,1815,6066.06,6067.23,
14878,5549784941472309008.xml,1816,6067.24,6080.04,I need rescuing.  From who?  Peter. He's so full on.  How long did you go out  with him for? It was never anything really serious.
14879,5549784941472309008.xml,1817,6080.05,6085.12,"But you managed to spend time  with him without wanting to smother him with a cushion? Yeah, I like Peter.  So do I, I like Peter."
14880,5549784941472309008.xml,1818,6085.13,6088.2,But he's just too nice 24/7. 
14881,5549784941472309008.xml,1819,6088.21,6097.07,"He makes me feel like such a cow.  Sometimes I just want to stick my  fingers in his puppy dog eyes! If you don't like him, why are  you going out with him? I know."
14882,5549784941472309008.xml,1820,6097.08,6102.09,Why did you buy him the cuff links? 
14883,5549784941472309008.xml,1821,6102.1,6105.14,"Oh, cos we've got some knock off  gear on the market and the cuff links weren't shifting."
14884,5549784941472309008.xml,1822,6105.15,6110.1,MOBILE PLAYS BACK: 'Stick my fingers  in his puppy dog eyes!' You should see your face!  What are you doing?
14885,5549784941472309008.xml,1823,6110.11,6111.24,
14886,5549784941472309008.xml,1824,6112.0,6114.15,"You should see your face!  What are you doing? I'm mucking about, Whitney.  Well don't, Lauren, OK?"
14887,5549784941472309008.xml,1825,6114.16,6119.02,If you play that back again Peter's  going to hear that I'm bitching about him. Then don't bitch.
14888,5549784941472309008.xml,1826,6119.03,6122.07,"If you're not into him,  then just dump him."
14889,5549784941472309008.xml,1827,6122.08,6127.15,"Dad.  Here, you want some, son? No, listen. Remember the first time  you introduced me to Jane,"
14890,5549784941472309008.xml,1828,6127.16,6128.22,
14891,5549784941472309008.xml,1829,6128.23,6129.23,
14892,5549784941472309008.xml,1830,6129.24,6130.15,and you told us how much she meant to  you and that you wanted us to make an effort. Yeah.
14893,5549784941472309008.xml,1831,6130.16,6134.07,
14894,5549784941472309008.xml,1832,6134.08,6138.14,Whitney is important to me.  So start making an effort.
14895,5549784941472309008.xml,1833,6138.15,6141.14,
14896,5549784941472309008.xml,1834,6141.15,6144.02,
14897,5549784941472309008.xml,1835,6144.03,6145.21,
14898,5549784941472309008.xml,1836,6145.22,6147.16,
14899,5549784941472309008.xml,1837,6147.17,6148.05,
14900,5549784941472309008.xml,1838,6148.06,6165.11,
14901,5549784941472309008.xml,1839,6165.12,6168.08,
14902,5549784941472309008.xml,1840,6168.09,6170.03,
14903,5549784941472309008.xml,1841,6170.04,6170.22,
14904,5549784941472309008.xml,1842,6170.23,6186.11,All right?  Yep. The stall must be busy on  the build up to Christmas. Yeah. Yeah. 
14905,5549784941472309008.xml,1843,6186.12,6188.12,
14906,5549784941472309008.xml,1844,6188.13,6190.2,"Er, Bianca says the  caff's quite busy."
14907,5549784941472309008.xml,1845,6190.21,6193.12,Yeah. 
14908,5549784941472309008.xml,1846,6193.13,6200.07,"We're doing erm...turkey and  cranberry sandwiches. They're always a hit,  this time of year."
14909,5549784941472309008.xml,1847,6200.08,6204.19,Yeah. 
14910,5549784941472309008.xml,1848,6204.2,6206.11,"Look, I've made the effort, OK?  We both know the score."
14911,5549784941472309008.xml,1849,6206.12,6208.12,
14912,5549784941472309008.xml,1850,6208.13,6211.1,"I don't like you, you don't like me,  so let's leave it there, yeah?"
14913,5549784941472309008.xml,1851,6211.11,6229.08,"We've shown our faces,  he's had his present... It can't be any more difficult for  you being in the same room as Jane as me being within a two mile radius  of your mum. She tried to break up my parents'  marriage. No, she didn't. She had a friendship, which nearly  went too far. Nearly. Now, when your mum decides to go too  far, well she really excels herself."
14914,5549784941472309008.xml,1852,6229.09,6231.01,
14915,5549784941472309008.xml,1853,6231.02,6231.23,
14916,5549784941472309008.xml,1854,6231.24,6233.21,Hi. Pete was just showing me  the book you got him.
14917,5549784941472309008.xml,1855,6233.22,6237.18,Actually it was Syed's idea.  Right. 
14918,5549784941472309008.xml,1856,6237.19,6241.24,For me? Thanks. 
14919,5549784941472309008.xml,1857,6242.0,6252.23,"Can't that jack go up any higher?  No. It's useless.  It must be broken.  What are we going to do? I don't know, I'll have to flag  a car down, see if I can borrow their jack. Excuse me. Oi!"
14920,5549784941472309008.xml,1858,6252.24,6258.07,"Thank you(!)  Come on, Billy, stay optimistic. Nah, I haven't got the energy."
14921,5549784941472309008.xml,1859,6258.08,6259.17,
14922,5549784941472309008.xml,1860,6259.18,6261.2,
14923,5549784941472309008.xml,1861,6261.21,6262.07,
14924,5549784941472309008.xml,1862,6262.08,6264.07,Cheers. 
14925,5549784941472309008.xml,1863,6264.08,6265.22,
14926,5549784941472309008.xml,1864,6265.23,6268.11,Billy. Billy. 
14927,5549784941472309008.xml,1865,6268.12,6270.07,
14928,5549784941472309008.xml,1866,6270.08,6270.23,
14929,5549784941472309008.xml,1867,6270.24,6272.04,
14930,5549784941472309008.xml,1868,6272.05,6273.03,
14931,5549784941472309008.xml,1869,6273.04,6273.16,
14932,5549784941472309008.xml,1870,6273.17,6275.07,
14933,5549784941472309008.xml,1871,6275.08,6277.05,
14934,5549784941472309008.xml,1872,6277.06,6279.22,
14935,5549784941472309008.xml,1873,6279.23,6281.04,
14936,5549784941472309008.xml,1874,6281.05,6282.12,
14937,5549784941472309008.xml,1875,6282.13,6285.0,
14938,5549784941472309008.xml,1876,6285.01,6289.0,You've got a visitor. 
14939,5549784941472309008.xml,1877,6289.01,6292.24,I'll just leave you. 
14940,5549784941472309008.xml,1878,6293.0,6294.13,
14941,5549784941472309008.xml,1879,6294.14,6296.05,
14942,5549784941472309008.xml,1880,6296.06,6298.03,What are you doing here? 
14943,5549784941472309008.xml,1881,6298.04,6301.2,"I just wanted to say sorry,  for having a go at you earlier. "
14944,5549784941472309008.xml,1882,6301.21,6302.16,
14945,5549784941472309008.xml,1883,6302.17,6303.23,"Oh, it's all right. "
14946,5549784941472309008.xml,1884,6303.24,6306.12,"I just panicked.  Kat won't tell anyone. Yeah, let's hope so.  I'm going to go and pack my bag once I've fed Lily."
14947,5549784941472309008.xml,1885,6306.13,6307.18,
14948,5549784941472309008.xml,1886,6307.19,6310.19,
14949,5549784941472309008.xml,1887,6310.2,6314.21,"I'm so excited.  Yeah, me too. "
14950,5549784941472309008.xml,1888,6314.22,6317.07,
14951,5549784941472309008.xml,1889,6317.08,6321.01,
14952,5549784941472309008.xml,1890,6321.02,6326.07,"What you got there, Pete? "
14953,5549784941472309008.xml,1891,6326.08,6333.18,"Nothing.  I'm sorry, I didn't mean to pry. Actually, Jane, erm...  Will you have a look?"
14954,5549784941472309008.xml,1892,6333.19,6336.12,
14955,5549784941472309008.xml,1893,6336.13,6338.02,
14956,5549784941472309008.xml,1894,6338.03,6341.06,"Peter, it's... It's lovely. "
14957,5549784941472309008.xml,1895,6341.07,6342.2,
14958,5549784941472309008.xml,1896,6342.21,6346.08,"Do you think she'll like it?  Whitney? Yeah, I'm, I'm sure. "
14959,5549784941472309008.xml,1897,6346.09,6348.04,
14960,5549784941472309008.xml,1898,6348.05,6350.08,So are you planning on giving it  to Whitney?
14961,5549784941472309008.xml,1899,6350.09,6352.11,
14962,5549784941472309008.xml,1900,6352.12,6354.09,"Yeah, I was going to in a minute. "
14963,5549784941472309008.xml,1901,6354.1,6355.13,But I'm running through what I think  I should say. Should I go down on one knee...
14964,5549784941472309008.xml,1902,6355.14,6359.08,"No, I wouldn't...  not in front of people."
14965,5549784941472309008.xml,1903,6359.09,6361.17,
14966,5549784941472309008.xml,1904,6361.18,6375.22,"But isn't it more romantic,  in front of people? Yeah, yeah, it is. But...  you want to know what's  even more romantic? Yeah, go on.  Asking someone to marry you  on Valentine's Day."
14967,5549784941472309008.xml,1905,6375.23,6381.0,"I mean, it's only a couple  of months away. It's ages away.  Yeah, but it's more romantic. And I think she would like that  more. Speaking as a woman."
14968,5549784941472309008.xml,1906,6381.01,6382.24,
14969,5549784941472309008.xml,1907,6383.0,6385.19,"I mean, it's obvious you two  care deeply about each other,"
14970,5549784941472309008.xml,1908,6385.2,6388.18,"but it's still early days  and, well, she..."
14971,5549784941472309008.xml,1909,6388.19,6390.22,
14972,5549784941472309008.xml,1910,6390.23,6392.2,she might feel that  you were rushing her.
14973,5549784941472309008.xml,1911,6392.21,6400.04,You think?  Romantic dinner for two.  Candlelight.  You pull out the ring.
14974,5549784941472309008.xml,1912,6400.05,6402.21,I think it really is better to wait. 
14975,5549784941472309008.xml,1913,6402.22,6407.16,"No, that does sound better.  Yeah, you're right. Yeah? Good.  Well, you just keep the ring,"
14976,5549784941472309008.xml,1914,6407.17,6408.2,"and just enjoy yourself for now.  Jane, thank you, you're the best Mum ever."
14977,5549784941472309008.xml,1915,6408.21,6409.15,
14978,5549784941472309008.xml,1916,6409.16,6410.1,
14979,5549784941472309008.xml,1917,6410.11,6414.07,"Thank you.  Oh, Pete."
14980,5549784941472309008.xml,1918,6414.08,6416.12,Thanks. 
14981,5549784941472309008.xml,1919,6416.13,6420.05,
14982,5549784941472309008.xml,1920,6420.06,6430.01,"That should do the trick.  Oh, cheers. Thank you. Nice set of wheels. Had it long?  Not that long, no. "
14983,5549784941472309008.xml,1921,6430.02,6449.05,"Well, you need to get  yourself a new jack. I will. Definitely.  Yeah, we do need to do that. Right. Well, glad to be  of assistance. Thank you. Thanks again.  Cheers. Cheers. I really thought he was going to  run us through the computer then."
14984,5549784941472309008.xml,1922,6449.06,6467.09,"Well, don't hold your breath.  He still might. Why are we waving?  I don't know.  Oh, God, he's looking at us  through his rear window. Go on. Go. Go. Go.  Yes!  Gone. Result. Right. Come on.  What time is it?"
14985,5549784941472309008.xml,1923,6467.1,6470.18,
14986,5549784941472309008.xml,1924,6470.19,6472.11,"It is now quarter to six.  You're joking, I thought it was half four."
14987,5549784941472309008.xml,1925,6472.12,6474.08,
14988,5549784941472309008.xml,1926,6474.09,6478.14,"It's quarter to six. Your watch must  have stopped. What are you like, eh? I'm not going to be on time.  In time for what? My curfew!"
14989,5549784941472309008.xml,1927,6478.15,6480.12,
14990,5549784941472309008.xml,1928,6480.13,6482.07,"You'll be all right.  No, Billy, I won't be all right!"
14991,5549784941472309008.xml,1929,6482.08,6485.07,"You will, you just tell  'em about the flat tyre. The copper's going to  back you up, ain't he?"
14992,5549784941472309008.xml,1930,6485.08,6488.06,You don't understand. I've been late  for my curfew three times.
14993,5549784941472309008.xml,1931,6488.07,6492.21,My probation officer  said if it happens again...
14994,5549784941472309008.xml,1932,6492.22,6495.18,If it happens again then what?  Then I could do more time. 
14995,5549784941472309008.xml,1933,6495.19,6499.19,
14996,5549784941472309008.xml,1934,6499.2,6512.16,"Turning into a bit of a regular thing  this, you and me. Meaning? Nothing. I like it.  I know you do.  That obvious? Well, let's just say  you'd be useless at poker."
14997,5549784941472309008.xml,1935,6512.17,6513.17,
14998,5549784941472309008.xml,1936,6513.18,6520.12,"Whereas, I suppose you always win.  Always. "
14999,5549784941472309008.xml,1937,6520.13,6524.0,"So, you planning on  visiting me again soon? We'll see. "
15000,5549784941472309008.xml,1938,6524.01,6527.23,
15001,5549784941472309008.xml,1939,6527.24,6531.16,"Oh, you made the bottles up. "
15002,5549784941472309008.xml,1940,6531.17,6532.23,
15003,5549784941472309008.xml,1941,6532.24,6533.03,LILY CRIES  Yeah. There she goes.
15004,5549784941472309008.xml,1942,6533.04,6533.2,
15005,5549784941472309008.xml,1943,6533.21,6534.13,
15006,5549784941472309008.xml,1944,6534.14,6536.01,I'll warm one up for her. 
15007,5549784941472309008.xml,1945,6536.02,6543.01,"Cut me a bit of your cake, Mum.  What's that doing open? "
15008,5549784941472309008.xml,1946,6543.02,6544.2,
15009,5549784941472309008.xml,1947,6544.21,6545.1,
15010,5549784941472309008.xml,1948,6545.11,6548.04,# Happy Birthday to you 
15011,5549784941472309008.xml,1949,6548.05,6563.21,"# Happy Birthday to you  # Happy Birthday, dear Peter... #  P-Dog!  PHONE RINGS # ..Happy Birthday to you. #  Blow 'em out, make a wish. "
15012,5549784941472309008.xml,1950,6563.22,6566.02,
15013,5549784941472309008.xml,1951,6566.03,6567.17,
15014,5549784941472309008.xml,1952,6567.18,6569.04,
15015,5549784941472309008.xml,1953,6569.05,6575.23,Thank you. Thank you.  I'm sorry it's such a lame party.  It's not lame.
15016,5549784941472309008.xml,1954,6575.24,6579.13,"Hey, there ain't no such thing  as a lame party when Fats is in the house, yeah?"
15017,5549784941472309008.xml,1955,6579.14,6583.23,Your dad is being  really weird with me.
15018,5549784941472309008.xml,1956,6583.24,6587.02,"That's because he doesn't like you.  He's been telling me how much Peter  misses me and won't stop talking about me. No, I don't."
15019,5549784941472309008.xml,1957,6587.03,6591.13,"Yeah, I know. He's clearly just  trying to get us back together."
15020,5549784941472309008.xml,1958,6591.14,6593.19,Why did you tell Lucy I gave  you a hundred quid? Why did you tell Lauren I still miss her?
15021,5549784941472309008.xml,1959,6593.2,6595.05,
15022,5549784941472309008.xml,1960,6595.06,6598.02,"But now I've got to send some money  to her! Hang on, hang on."
15023,5549784941472309008.xml,1961,6598.03,6603.07,I told Lucy about the money.  Why? Because we agreed that  they were both getting money and then when I saw
15024,5549784941472309008.xml,1962,6603.08,6607.03,"how much you gave Peter, I...  What, you thought you'd check up on me?"
15025,5549784941472309008.xml,1963,6607.04,6608.01,It's up to me how much  I give them. It's my money.
15026,5549784941472309008.xml,1964,6608.02,6609.07,
15027,5549784941472309008.xml,1965,6609.08,6612.16,"Your money?  Dad, how can you say that? After everything Jane's done for us?  Everything she's done for you!"
15028,5549784941472309008.xml,1966,6612.17,6615.24,"After everything she's done?  You don't know the half of it, son."
15029,5549784941472309008.xml,1967,6616.0,6617.22,"I could tell you some stuff...  Yeah, I don't want to know."
15030,5549784941472309008.xml,1968,6617.23,6620.04,All I want to know is why can't you  accept Whitney as my girlfriend? Cos she's a walking STD. Ian!
15031,5549784941472309008.xml,1969,6620.05,6622.03,
15032,5549784941472309008.xml,1970,6622.04,6623.0,"Oh! Oh!  You know what? Stuff this party, Dad!"
15033,5549784941472309008.xml,1971,6623.01,6623.23,
15034,5549784941472309008.xml,1972,6623.24,6624.2,
15035,5549784941472309008.xml,1973,6624.21,6625.24,"Move out the way.  Oh, my..."
15036,5549784941472309008.xml,1974,6626.0,6627.17,"Fat Boy, let's...  Let's... What?"
15037,5549784941472309008.xml,1975,6627.18,6630.17,Peter.  Pete!
15038,5549784941472309008.xml,1976,6630.18,6632.13,
15039,5549784941472309008.xml,1977,6632.14,6633.22,I don't believe...  Anyone seen my drink?
15040,5549784941472309008.xml,1978,6633.23,6637.09,
15041,5549784941472309008.xml,1979,6637.1,6649.09,What's going on?  I've cooked you dinner.  Really?
15042,5549784941472309008.xml,1980,6649.1,6673.24,"Yeah. I thought I'd make  the effort, you know? Make the most of you  while I've still got you. Are you, erm...are you still going  away this weekend? Yeah.  OK. Sit down.  What happened to the tree? "
15043,5549784941472309008.xml,1981,6674.0,6679.23,I know. It just toppled over. 
15044,5549784941472309008.xml,1982,6679.24,6681.06,I've tried to lodge it back  in the bucket...
15045,5549784941472309008.xml,1983,6681.07,6683.23,
15046,5549784941472309008.xml,1984,6683.24,6684.23,I won't be a minute. 
15047,5549784941472309008.xml,1985,6684.24,6687.04,
15048,5549784941472309008.xml,1986,6687.05,6695.14,There you go.  That looks nice.  Let's have a bit.  Sorry.
15049,5549784941472309008.xml,1987,6695.15,6700.22,Just fingers.  Mm! Tastes different.  Is it a new recipe?
15050,5549784941472309008.xml,1988,6700.23,6702.02,
15051,5549784941472309008.xml,1989,6702.03,6703.08,
15052,5549784941472309008.xml,1990,6703.09,6718.17,"Have some wine.  Yeah.  Oh, not that one, that's mine.  That's yours."
15053,5549784941472309008.xml,1991,6718.18,6731.15,So. Er...to Christmas.  Yeah. 
15054,5549784941472309008.xml,1992,6731.16,6739.06,
15055,5549784941472309008.xml,1993,6739.07,6742.18,
15056,5549784941472309008.xml,1994,6742.19,6744.02,
15057,5549784941472309008.xml,1995,6744.03,6744.05,
15058,5549784941472309008.xml,1996,6744.06,6744.18,
15059,5549784941472309008.xml,1997,6744.19,6750.2,
15060,5549784941472309008.xml,1998,6750.21,6751.09,
15061,5549784941472309008.xml,1999,6751.1,6753.12,
15062,5549784941472309008.xml,2000,6753.13,6782.22,Subtitles by Red Bee Media Ltd  E-mail subtitling@bbc.co.uk 
15063,5549784941472309008.xml,2001,6782.23,6794.22,
15064,5549784941472309008.xml,2002,6794.23,6797.14,
15065,5549784941472309008.xml,2003,6797.15,6802.05,
15066,5549784941472309008.xml,2004,6802.06,6803.17,
15067,5549784941472309008.xml,2005,6803.18,6805.16,
15068,5549784941472309008.xml,2006,6805.17,6807.0,
15069,5549784941472309008.xml,2007,6807.01,6810.1,
15070,5549784941472309008.xml,2008,6810.11,6812.21,
15071,5549784941472309008.xml,2009,6812.22,6813.24,
15072,5549784941472309008.xml,2010,6814.0,6815.19,
15073,5549784941472309008.xml,2011,6815.2,6822.14,
15074,5549784941472309008.xml,2012,6822.15,6823.18,
15075,5552368364300855101.xml,1,0.0,22.04,
15076,5552368364300855101.xml,2,22.05,24.18,
15077,5552368364300855101.xml,3,24.19,26.05,
15078,5552368364300855101.xml,4,26.06,27.08,
15079,5552368364300855101.xml,5,27.09,31.19,"Well, turn it round then."
15080,5552368364300855101.xml,6,31.2,37.21,"Like it?  Yeah, nice one. Cheers, Phil.  Well, you better not go showing me up,"
15081,5552368364300855101.xml,7,37.22,39.04,"hit the canvas before the first bell  goes, eh? Yeah, as if."
15082,5552368364300855101.xml,8,39.05,55.03,"I'll give you a lift to  the Deed Poll Office if you want. Nah, you're all right,  I'll jump on the train. You can buy me breakfast though,  if you want. Hark at him, he's got his feet  under the table already. Well, Ricky can hold the fort  at The Arches, yeah? I'll just catch you up in a minute.  All right, see ya."
15083,5552368364300855101.xml,9,55.04,57.22,"Do me a favour and sort Jay out  a nice cake, will ya?"
15084,5552368364300855101.xml,10,57.23,60.06,Do I look like a domestic goddess? 
15085,5552368364300855101.xml,11,60.07,62.16,
15086,5552368364300855101.xml,12,62.17,66.08,Good point. We don't want to kill  him on his first day as a Mitchell. I hope you're going to make as  much effort when Ben comes out.
15087,5552368364300855101.xml,13,66.09,68.03,
15088,5552368364300855101.xml,14,68.04,70.18,
15089,5552368364300855101.xml,15,70.19,73.19,
15090,5552368364300855101.xml,16,73.2,75.07,
15091,5552368364300855101.xml,17,75.08,75.23,
15092,5552368364300855101.xml,18,75.24,77.24,"Phil. This ain't going to go away.  Not me with their head stuck in the sand, is it?"
15093,5552368364300855101.xml,19,78.0,80.11,"So you're going to give up on him  because he pushed you away? It weren't just me, though, was it?"
15094,5552368364300855101.xml,20,80.12,82.19,
15095,5552368364300855101.xml,21,82.2,85.13,
15096,5552368364300855101.xml,22,85.14,88.02,"No, he didn't want to see Peggy  either. What, you sensing a theme here? I'm talking about you, Shirl."
15097,5552368364300855101.xml,23,88.03,90.15,
15098,5552368364300855101.xml,24,90.16,93.01,Never wondered why visitor's orders  weren't piling up on your door step?
15099,5552368364300855101.xml,25,93.02,95.17,
15100,5552368364300855101.xml,26,95.18,109.01,"Morning, Stace. Good weekend?  Oh, I've got a message from Ryan.  He says sorry he hasn't been around for the last few days for Lily,"
15101,5552368364300855101.xml,27,109.02,112.1,but Phil sent him off on a job. 
15102,5552368364300855101.xml,28,112.11,115.13,"Men, eh?  You just can't count on 'em, can ya? "
15103,5552368364300855101.xml,29,115.14,117.03,
15104,5552368364300855101.xml,30,117.04,118.0,
15105,5552368364300855101.xml,31,118.01,119.02,
15106,5552368364300855101.xml,32,119.03,124.0,"Well, I know I'm not the Christmas  fairy, but what's eating you?"
15107,5552368364300855101.xml,33,124.01,125.03,
15108,5552368364300855101.xml,34,125.04,126.21,"Julie. She's had to go and see  her parole officer. Honestly, those tags are the soft option."
15109,5552368364300855101.xml,35,126.22,127.12,
15110,5552368364300855101.xml,36,127.13,129.12,
15111,5552368364300855101.xml,37,129.13,132.24,
15112,5552368364300855101.xml,38,133.0,135.23,"Well, I wouldn't.  But then you know, I wouldn't break the law in the first place."
15113,5552368364300855101.xml,39,135.24,140.08,Merry bleedin' Christmas  to you an' all.
15114,5552368364300855101.xml,40,140.09,164.19,"He hasn't?  All right. I'll sort it.  Problem? Ryan, gone AWOL.  What, again? What you going to do?  Well, there's always someone,  in't there. Don't seem the best way  to run a business. Lads like Ryan and Connor,  you can't rely on them. You need someone  who you know's got your back. Maybe. But loyalty costs,  doesn't it? Not always."
15115,5552368364300855101.xml,41,164.2,166.19,Not if it's me. 
15116,5552368364300855101.xml,42,166.2,168.04,"I know I can't do the driving jobs  yet, but there's other stuff."
15117,5552368364300855101.xml,43,168.05,175.07,"I'll think about it, all right?  Oi, Phil, you got that money  you owe me from Friday? Not in here, you prat!  Sorry, when?"
15118,5552368364300855101.xml,44,175.08,177.03,When I say.  Right.
15119,5552368364300855101.xml,45,177.04,178.12,
15120,5552368364300855101.xml,46,178.13,178.19,
15121,5552368364300855101.xml,47,178.2,181.09,Donkey. 
15122,5552368364300855101.xml,48,181.1,191.17,"You want to thank me?  I have to be honest, Pat,  I was all ready to start plotting  some sort of horrible revenge, y'know?"
15123,5552368364300855101.xml,49,191.18,194.05,But then your words came back to me. 
15124,5552368364300855101.xml,50,194.06,202.06,"Did they?  Yeah, and instead of getting all het up, I just... I thought to myself,  ""No, take a really deep breath"
15125,5552368364300855101.xml,51,202.07,204.19,"""and for a change,  just hear what he has to say."""
15126,5552368364300855101.xml,52,204.2,212.2,"Oh, yeah?  Oh, it was amazing. We just stayed up all night,  talking. And then the sun came up  and it was like some sort of symbol of our relationship."
15127,5552368364300855101.xml,53,212.21,216.03,
